example_id                                             | status | run_time        |
./spec/requests/score_records_spec.rb[1:1:2:1]         | passed | 0.15597 seconds |
./spec/requests/score_records_spec.rb[1:1:2:2]         | passed | 0.15123 seconds |
./spec/requests/score_records_spec.rb[1:2:1]           | passed | 1.51 seconds    |
./spec/requests/static_pages_spec.rb[1:1:1]            | passed | 0.15982 seconds |
./spec/requests/static_pages_spec.rb[1:1:2]            | passed | 0.08279 seconds |
./spec/requests/talks_spec.rb[1:1:1]                   | passed | 0.33695 seconds |
./spec/requests/talks_spec.rb[1:1:2]                   | passed | 0.20531 seconds |
./spec/requests/talks_spec.rb[1:2:1]                   | passed | 1.97 seconds    |
./spec/requests/talks_spec.rb[1:2:2]                   | passed | 0.20343 seconds |
./spec/requests/talks_spec.rb[1:3:1:1]                 | passed | 0.18156 seconds |
./spec/requests/talks_spec.rb[1:3:1:2]                 | passed | 0.17015 seconds |
./spec/requests/talks_spec.rb[1:3:1:3]                 | passed | 0.17981 seconds |
./spec/requests/talks_spec.rb[1:3:2:1]                 | passed | 0.22414 seconds |
./spec/requests/talks_spec.rb[1:3:2:2]                 | passed | 0.18909 seconds |
./spec/requests/talks_spec.rb[1:3:2:3]                 | passed | 0.15817 seconds |
./spec/requests/talks_spec.rb[1:4:1]                   | passed | 0.26437 seconds |
./spec/requests/talks_spec.rb[1:4:2]                   | passed | 0.21136 seconds |
./spec/requests/talks_spec.rb[1:5:1:1]                 | passed | 0.12918 seconds |
./spec/requests/talks_spec.rb[1:5:1:2]                 | passed | 0.16377 seconds |
./spec/requests/talks_spec.rb[1:5:1:3]                 | passed | 0.16476 seconds |
./spec/requests/talks_spec.rb[1:5:2:1]                 | passed | 0.19985 seconds |
./spec/requests/talks_spec.rb[1:5:2:2]                 | passed | 0.23183 seconds |
./spec/requests/talks_spec.rb[1:5:2:3]                 | passed | 0.17952 seconds |
./spec/requests/talks_spec.rb[1:6:1]                   | passed | 0.18778 seconds |
./spec/requests/talks_spec.rb[1:6:2]                   | passed | 0.16539 seconds |
./spec/requests/talks_spec.rb[1:6:3]                   | passed | 0.25241 seconds |
./spec/requests/users_spec.rb[1:1:1]                   | passed | 0.26018 seconds |
./spec/requests/users_spec.rb[1:1:2]                   | passed | 0.08642 seconds |
./spec/requests/users_spec.rb[1:2:1:1]                 | passed | 0.11097 seconds |
./spec/requests/users_spec.rb[1:2:1:2]                 | passed | 0.10778 seconds |
./spec/requests/users_spec.rb[1:2:1:3:1]               | passed | 0.08061 seconds |
./spec/requests/users_spec.rb[1:3:1]                   | passed | 0.08772 seconds |
./spec/requests/users_spec.rb[1:4:1]                   | passed | 6.91 seconds    |
./spec/requests/users_spec.rb[1:4:2]                   | passed | 0.2393 seconds  |
./spec/requests/users_spec.rb[1:4:3]                   | passed | 0.1042 seconds  |
